text,etiket
"Bu bir intihar notu.. eski sevgilim, takıntılı eski sevgilim yüzünden bu noktaya geldim ben. Yaşamayı seven hayatla bir olan beni bu noktaya getirdin ya.. hakkım sana haram olsun. Senden nefret ediyorum. Benim travmamsın sen. Hayatıma girdiğin güne lanet olsun. Ben öldükten sonra her nefes zehir olsun sana. Hiçbir zaman sevilme. Kimseyi sevme. Sen sevme.",intihara meyilli
"Mutsuzum Sevdiğimi elimden aldılar Kim olduğumun önemi yok gidiyorum Öldüğümde desinler ki, küçücük kalbine dünya ağır geldi. Hataları affetmeyin üzmekten korkmayın üzün siz dayanıyorsanız oda dayanır intihar çözüm değil dediler başka sebep bırakmadınız...",intihara meyilli
"Bir çok kez denedim merak edenim var mı diye günlerce telefonumu kapattım açtığımda bir tane arıyanım yoktu , bir kişi kapımı açmadı kimseye iyi olamadım neyse bana ayrılan sürenin sonuna geldik Keşke biriniz yapma deseydi..!",intihara meyilli
Ve istersen ölürsün gözlerini kaparsan..,intihara meyilli
"ÖLDÜM AMA KİMSENİN BENDEN HABERİ YOK , ÇOK CANIM YANIYOR ÇOK AMA BEN KİMSENİN BENDEN HABERİ YOK ...",intihara meyilli
"İntihardan sonra Fiziksel olarak gömülebilirsiniz ama, ruhsal olarak hala o anı yaşıyacaksınız etmeyin",intihara meyilli
"intihar için doğum günümü bekliyorum, daha fazla üzülsünler diye.",intihara meyilli
HAYALLERİMDEN ÖNCE ÖLMEK İSTERDİM UNUTTUM İŞTE BEN ÇOCUK OLMAYI ÇOK ÖZLEDİM AMA ARTIK ÇOCUK BİR DAHA OLAMİCAM BUDA BENİM BİR CANIMI YAKIYOR ARTIK ÖLÜ BİRİSİ SENDEN UZAK BİR YERDE... ARTIK ÖLÜ BİRİSİ KEŞKE SENİ HİÇ TANIMASAYDIM SENİ TANIDIĞIM GÜNE LANET OLSUN ARTIK ÖLÜ BİRİSİ KANKAMA BEN O SEVDİĞİM ÇOCUĞA ARAMIZI YAP DEDİM AMA O ŞİMDİ ONU SEVİYOR BUDA BENİM İÇİN EN ACISI OLDU... SANA DİYEMEDİM SENİ SEVİYORUM DİYE ŞİMDİ İSE SENİ O ÇOK GÜVENDİĞİM KİŞİ İLE BİRLİKTESİN... ARTIK DAYANAMIORUM YA ANLA SENİ ÇOK SEVDİM AMA SEN BENİ O GECE ALDATTIN BEN O GECE NASIL CANIMA KIYDIM HER ŞEY SENİN İÇİNDİ AMA SEN O SEVGİYE BİLE DEĞMEDİN.,intihara meyilli
Üstüme geLme be hayat 💔,intihara meyilli
"𝐔𝐲𝐮𝐫𝐬𝐚𝐧 𝐠𝐞𝐜𝐞 𝐛𝐢𝐭𝐞𝐫, 𝐮𝐲𝐮𝐦𝐚𝐳𝐬𝐚𝐧 𝐬𝐞𝐧..",intihara meyilli
"Bu benim hatam, ne yapsam olduramadım..",intihara meyilli
Ailem her şeyi abarttığımı söylüyor. Sadece birdaha uyanmamak şartı ile gözlerimi kapatıcam. Durum ne kadar ciddiymiş biz önemsemişsiz dicekler. Sizin yüzünden ailem :) Nefret ediyorum :),intihara meyilli
"Hamza ""Bir ev bir araba uğruna yıllarımı harcamak istemiyorum""",intihara meyilli
Sadece mutlu olmak istedim olmadı napim zorlamaya gerek yok,intihara meyilli
Son bir hatıra kalsın bu yorum ben ebedi mutluluğa gidiyorum,intihara meyilli
Sonunu düşünmeden sevdim kb ne bileyim seninde eller gibi gideceğini,intihara meyilli
Belki de ruhunu hislerini kaybetmiş insanlar ölmeyi bile kurtuluş yolu görmüyordur kim bilir...,intihara meyilli
intihar benim için bir terapiydi ölüp ölüp bastan yenilenmek gibi...,intihara meyilli
ölüm düşündüğüm kadar kötü değilmiş hayat daha kötüymüş,intihara meyilli
anne babamı ben seçsem ne olurdu be hayat,intihara meyilli
Özür dilerim hepsi benim hatamdı...,intihara meyilli
İçimdeki mezarlığa defettim duygularımı,intihara meyilli
Sadece Ölümü Bekledim Bu zor olmamalıydı ...,intihara meyilli
yoruldu artık ruhum acı çekmekten özgur olmak istiyor bu bedenden,intihara meyilli
Bu dünya beni çok yoruyor bu dünyanın insanları çok yoruyor hayat ne zalimsin bana.,intihara meyilli
Nefes alamıyorum içime attıklarımdan be.,intihara meyilli
Bu hayattan çok bişey de istemiyom ama az bişey de olmuyo bana ne.,intihara meyilli
Ne var ne yoksa benim aglamalarimla geçiyo günlerim,intihara meyilli
Sen başkasına sarıldın başkasını öptün başkasına seni seviyorum dedin bende her gün sana sarılmayı hayal ettim. Bir nefeslik kokuna son nefesimi verirm.,intihara meyilli
"Beni özlerseniz, ÖZLEMEYİN !",intihara meyilli
Ölmek istiyorsun ölemiyorsun engel oluyorlar yaşamak istiyorsun olmuyor yine engel oluyorlar işkence işte hepsi bu hayat bundan ibaret değil mi zaten ¿,intihara meyilli
Neden kimse beni anlamak istemiyo.neden sürekli kıyaslanıyorum bıktım gerçekten yoruldum düşük not aldım ailem kişiliğimden tut terbiyeme bile laf attı. Halbuki bu hayatta en çok güvendiğim kişilerdiniz. Napiyim olmuyo yapamıyorum beceremiyorum deniyorum pes etmiyorum ama olmuyo işte benide anlayın. Şuan gerçekten bunları yazarken bile içimden bir his geçmiyor yoruldum...,intihara meyilli
beni buralara getirenler utanacak ben değil,intihara meyilli
Derdin ne? Diye soran olmadı,intihara meyilli
Her gün aynı günün tekrarını yaşamaktan yoruldum. Keşke hayatla küssem ve bir daha karşıma çıkmasa. Sizce bu mümkün mü?,intihara meyilli
Uçmak istiyorum sonsuzluğa,intihara meyilli
Ya kelebekler dünyayi gordukten sonra intihar ediyorsa???,intihara meyilli
İçime atarım onda sorun yok. Peki içimden nasıl atacağım?,intihara meyilli
Gündüzlerime güneş doğmuyor olabilir ama benim dertlerim geceden rakıma meze olmuştu zaten,intihara meyilli
trafik kazası geçirdim ben zor zamanlar geçirdim,intihara meyilli
Ben onu sevdim ama o başkasını seçti peri her gün gelecek hayalleri kurup aslında içinde hevesin kalmaması,intihara meyilli
Hayat artık öyle zor geliyor ki bu can bu bedeni taşıyamıyor artık yoruldum hayattan bir sabah bir sela verilir ardından benim ismim söylenir,intihara meyilli
Son demleri yaşamak gibi bi his var içimde,intihara meyilli
mutlu gözüktüğüme bakmayın içimi görseniz dayanmazsınız,intihara meyilli
Bu Hayatta Jeton Çoktu Ama Benim Jetonum Bitti. Geride Kalan Herkese Başarılar,intihara meyilli
"15 Yaşına kadar mı yaşayacağım? Çok fazla acı var! Gidiyorum Bye Gökyüzüne bakıp, oyuncu değişikliği hareketi yapasım var.",intihara meyilli
Çok acı çekiyorum ailem hayatımı kararttı,intihara meyilli
o beni çok sevdi çok mutluydum ben onunla çok uzakta ama sesi kulaklarımda çınlıyor hala da bu ilk ölüşüm değil yani herkesin derdi var,intihara meyilli
Atlasam sanki mavinin derinliklerine her şey bitecek gibi...,intihara meyilli
bitti Burak Çok yoruldum,intihara meyilli
"Kitapda 1satir cumleyi okuyup, of biktim demek gibi benim icin hayat... hic sonunu merak etmedim... cunki hayat benim icin coktan son bulmusdu..",intihara meyilli
BİR TABUT DÜŞÜNÜN İÇİNDE BEN İÇİMDE SEVDİĞİM,intihara meyilli
Bulutlarda asılmayı bahşetti tanrı bizi,intihara meyilli
Ben asıl sevdiğim bana inanmadığı zaman öldüm...,intihara meyilli
psikolojik baskı gördüm annem evlenmeye kalktı ve başkalarına tercih etti beni gel de yaşa a*k,intihara meyilli
İçimdeki çığlıkları duyuyorum ve birazdan eşlik edeceğim!,intihara meyilli
Hayat tablomun renksiz olması canımı sıkıyordu bir tane kendim ekledim Böyle Hayatın mk,intihara meyilli
Ölmek istemiyorum ama yaşamak çok zor,intihara meyilli
Güldüm mutlu sandılar ama içimde dinmek bilmeyen fırtınalar var,intihara meyilli
"Tebessüm etmek, gülmek benim için sadece bir maske oldu insanların acıyan bakışlarından kaçınmak için taktığım bir maske.",intihara meyilli
"Hatalarım, pişmanlıklarım da oldu ama zamanı geri alamam eğer zamanı geri alabilseydim doğmamamı sağlardım o zaman bu kadar acı çekiyor olmazdım ve hatalar yapmazdım.",intihara meyilli
"İnsanlar çok kötü, sevdiğim insanlar bile hiç beklemediğim anda beni vurdular ama ben bana yaptıkları onca şeye rağmen hiçbirine ihanet etmedim, onlara bana yaptıklarını yapmadım.",intihara meyilli
İşte hep bu yüzden kaybettim,intihara meyilli
Uzay Kafamın içinde kocaman bir mezarlık her gün bir duygum ölüyor.,intihara meyilli
Her umudum ölürse geriye ne kalır insan denen varlığa,intihara meyilli
Bir yerde okumuştum ' biri eğer intihara karar verirse son günlerini çok neşeli geçirir çünkü o kararını vermiştir ve acı dinmiştir' demek bu yüzden bu kadar mutluydum,intihara meyilli
Bağırdım s**lenmedim ben de başkaları yerine müzik dinledim ölüm planlarımı bu şekilde engelledim,intihara meyilli
Sadece zamanının gelmesini bekliyorum,intihara meyilli
Kaybediyorum Yoruldumm,intihara meyilli
abi yoruldum ufacık destek niye kimse vermiyor ben onlar için herşeyi yaparken niye vermiyorlar ailem desem sadece ders notlarıma odaklı ve ben birşey yapamıyorum onlar hayal kırıklığına uğruyor arkadaş desen hiç yok sanaldan ne kadar arkadaş bulabilirsiniz zaten o da yok hep kendimi ****** düşündüm ve şimdi bu baskı arttı biri yazmış ölmek kaybetmekten de acizce ben kaybediyorum o zaman çünkü yaşayınca gurur duyan seven yok gitsem ne olacak kabir azabı çekerim belki eskiden temizdim vücudumda yaralar yoktu j**et izleri yoktu şimdi herşeyi saklamaya çalışıyorum bu da kötü fikrini ailene acman lazım o yüzden aile onlar sadece notuna bakmicak özür dilerim gözlerinizi yordum sizden birşey istiyebilirmiyim istiyen yapsın lütfen bir kere Fatiha okuyun çünkü benim artık belli birseyim yok,intihara meyilli
İntihar etmeyi çok kolay bişey zannediyorsunuz sanırım.,intihara meyilli
İntihar etmek demek hayata karşı savaşta çaba bile göstermeyip pes etmek demektir.,intihara meyilli
intihar edenler kaybetmeyi bile haketmez çünkü çalısıp kaybetmek de kazanmak da bir onurdur.,intihara meyilli
İntihar edecek bile halim kalmadi artik YAPMAYIN OLUM,intihara meyilli
"anlamadılar beni hiç bir zaman , belki yokluğumu anlarlar",intihara meyilli
Son 2Gün Belki de hızlı biter,intihara meyilli
Bi gün çok mutlu olacaksınız ama o zaman ben ölmüs olacam,intihara meyilli
Bitti Artik Kendi hikayem çok renksizdi kanimla boyadim,intihara meyilli
Bana ölde cehenneme git dedi ve sarıldı ama bilemedi ki artıq çok geç gidiyorum cehenneme Öldü Burda çok kaybettim ben gidiyorum ergenliğim b*k gibi geçiuo ölmek istemedim. neyse bence uzun ve gereksiz bir yoldu Boku bokuna yaşıyoruz Sesim çıkmıyor ama zamanı gelince sesli bir şekilde terk edicem buraları,intihara meyilli
"Seni çok sevdim ama sen bana hiç inanmadın, inanmak istemedin... Söylediğim yalanların sebebi belki beni biraz seversin diye... gidiyorum didom gidiyorum..",intihara meyilli
Yorgunum beden yorgun beyin yorgun kimse anlamadi sesizligimi çaresizliğimi simdi sesiz ve usul usul veda ediyorum bedenim dünyada ruhum toprakta,intihara meyilli
Zaten ne geldiyse basimiza dost bildiklerimizden ailemizden geldi basimiza,intihara meyilli
Belki de insan en çok ölüme yakın olduğunda kendini yorgun hissediyordu. Ve ben daha birinci satırda bile çok yorgundum.,intihara meyilli
"tek bir şey zoruma gidiyor, bende ne yokdu?? ihanet ettin bana",intihara meyilli
Ben zaten onu sevmeye başladığımda kendi sonumu hazırladığımı anlamıştım elveda...,intihara meyilli
Mutlu olmam için gitmem gerek.. Sezen Sen de benim kadar gerçekleri biliyorsun..,intihara meyilli
"Ben yaşadıklarımı en çok anneme anlatmak istedim, anlatamadım. Gereksiz Bazen diyorum bu hayat niye bu kadar acımasız diyorum intihar edeyim ama ya ettikten sonra daha kötü bi hayat varsa ama bu hayattan kötü olamaz",intihara meyilli
Ben kızlardan hoşlanarak yaptım hatayı herkes hasta dedi psikoloğa götürdü ama elimde olan birşey değildi. Ve yaz günü bile bol giyiyordum düzgün yaşayamıorum nefes alamıorum artık...,intihara meyilli
"Artık buraya bir şey yazıyorumsa bu hayatta yokum demektir ,beni siz öldürdünuz ailem ,kardeşim ve tüm sevdiklerim beni bir hic saymakla ,hayattan bıktırmakla ,ve az sevilen hatta hiç sevilmeyen biri gibi hissettirmekle ,bu hayattan tek istedigim sizden önce Allaha acısız bir şekilde kavuşmaktı ,mutlu kalın",intihara meyilli
Herşeye kırılmıs biri,intihara meyilli
"Artık herkesten umudum kırılmış, onların bana haketmediyim değeri vermelerinden ,hatta değer bile vermemelerinden bıktım ,beni sevmelerini beklemekten yoruldum ,biraz uyumak istiyorum ,her şeyden gitmek istiyorum",intihara meyilli
Affetmek en büyük erdemse intihar etmek de cesarettir...,intihara meyilli
İşte gidiyorum mutlu olun!! ...,intihara meyilli
Ölüm hayat kadar acıtmaz değil mi,intihara meyilli
Elveda kendim Ailem bile sevmezken beni ben niye seveyim kendimi... Ölüm onlar kadar acıtmaz.,intihara meyilli
"Bitti. Ailem sevmedi beni, ben niye kendimi seveyim ki..",intihara meyilli
"görşürüz anılrım⚰️⚰️ good by blue sky ""Nereden gelirse gelsin dağlardan, kuşlardan, denizden, insandan, ottan, böcekten, çiçekten. gelsin de nereden gelirse gelsin! bir hişt sesi gelmedi mi fena."" gelmedi... Sal beni Bumu Yani Bunun Içinmiydi Bunca Gülmeler Sevinçler... Intihar eden melek Veda ediyorum beni sevmeyenlere... artik cok gec gidiyorum donusu olmayan bi tatile.. Elveda Artık yok:( Özür dilerim.. üzdüğüm bütün insanlardan. Hatalar yaptım.. ben çektim cezasını.. şimdi gidiyorum ve biliyorum arkamdan kimse ağlamayacak. Olsun be ben zaten 15 yıldır ağlıyorum.. sevdiklerim ağlamasın. Veda ediyorum beni sevmeyen sevdiklerime..",intihara meyilli
İntihara meyilli hayallerim,intihara meyilli
Annem bile ölmemi istedigini soyluyorken yasamak fazla sacma,intihara meyilli
Güle güle hayat umut yok artık,intihara meyilli
bu 2.yorumum benim buraya hala burda ümitler arıyorum artık bura bile yetmiyor yoruldum yorulduk hepimiz düşüncemiz fikirlerimiz umursanmıyor insan değil robota dönüyoruz yaşarken her nefes alışımız yoruyor herkese o gülen maskeyle bakmaktan kendimizi unutuyoruz neden kimse bizi benliğimizle sevmiyor işe almıyor her zaman en iyisi olmak zorunda değiliz bizde insanız herkesin kusurları olur yorularak yaşamaktansa bırakalım gitsin inceldiğin yerden kopsun,intihara meyilli
"Bu şekilde gittiğim için özür dilerim, ben ölmek değil yaşamak istiyordum ama yaşadığım acı dayanılmaz idi bunu başka şekilde telafi edemezdim ancak hiçbiriniz de yapma demediniz , sizi bekleyeceğim lütfen çok ama çok yaşayın olur mu yeni başlıyoruz herkes yaşadığı acıdan bahsediyor ailesiymiş sevgisiymiş adaletiymiş kimin umrunda doldun işte içine atmaktan ağlamaktan gülmekten sakinlik ve sessizlik arıyorum ve bulduğun sonuç ölüm buna cesaret ediyorsun ama sonra bogazını kesen bir ip e kurtulmaya çalışıyorsun cesaretinde sönüyor son duygun kalbim yaralı annem benim ölmemi istedikten sonra",intihara meyilli
Hayat bir Keskin nişancının sılahına benzer ya 12 den vurursun yada karavana der gecer sın,intihara meyilli
Hacı Zaten hayatta yaşarken ölüyorum hergün he bir gün fazla he bir gün eksik artık taşıyamıyorum kendimi Hacı Beni sevmemiş oluşu,intihara meyilli
",Üzgünüm. Sizlere bu duyguyu yaşattığım için. Kendinize iyi bakın",intihara meyilli
10 Eylül'de gireceğim sınav eğer benim için iyi geçerse tamam ama olurda yeterli puanı alamazsam buda buraya yakarisim Asgari ücrete bir ömür zaten beni hergun öldürür Yoruldum benn Sahte mutluluklar verdim size inanmadınız şimdi gerçek olanı yapıp bu hayatı bırakıyorum artık gülebilirsiniz Kirli Düşünsene ey yar tavandan sarkan ipin bu gece boynuma kolye olduğunu,intihara meyilli
Bir sabah bir sela okunsun ardindan da benim adim,intihara meyilli
"Çok yoruldum artık, bir abim bile boşa yaşıyorsun dedikten sonra ümidimi tamamen kaybettim, ben yaşamaya layık değilim, ben ona layık değilim, ben sevdiklerime layık değilim, sürekli dua ederdim.",intihara meyilli
En büyük intiharim ailemi kayıp etim ve bu benim en büyük intiharim oldu 😔😫,intihara meyilli
"hayat beni öldürdü :((( çilekeşşş bir kız sevdim ,kardeşim dediğim adam geldi aldı elimden ,bundan sonra ne onların nede bir başkasının yüzünü görmek istemiyorum. 65 Bu ilk ölüşüm değil di Bir intihar sebebi Ölmek için yaşıyoruz... Yaşayabilmek için çabalıyoruz hayat çok zor ne ölebiliyoruz ne de yaşayabiliyoruz gizem o gitti ben bittim....",intihara meyilli
Yaşarken yanmisim cehennem nedir ki,intihara meyilli
Intiharımın tek sebebi ahmaklıgım,intihara meyilli
Defalarca intihar ettim ama hala yaşıyorum. ölmeyi bile beceremiyorum bu hayatta,intihara meyilli
"Bu gün benim sözde olan Doğum günüm ve ben yine bu gece uyumayıp sabahlamış bulunuyorum ""Size bu yazımı sessiz çığlıklarımla duyurmak istiyorum"" Ona, sana, herkese... Bazen sizin kadar profesyonel olabilsem diyorum kendime sizin beni duymayışınız gibi ben de sizi duymasam hatta sizin gibi sağırı ve körü oynayabilsem bir kereliğine rolleri değişsek... Ölüm tek şeritli bir cadde belkide sırf bu yüzden seçiyorum bu yolu düşünceler artıyor düşündükçe nedenler çoğalıyor çoğaldıkça cevapsız kalan sorular birikiyor ama tek bildiğim şey bu saatten sonra arkamdan ne derseniz deyin ağlasanızda, bağırsanızda duyduğumdan asla emin olamayacağınız bir coğrafyaya göçüyorum. İlk kez ""bu topraklar benim"" diyebileceğim. En azından bunu umuyorum. Ben bu kararı almadan önce yüzlerce binlerce kez düşündüm sizin beni duymadığınızı değil, aslında beni duymak istemediğinizi farkettiğim günden beri bağırmayı ve hatta yazmayı bırakıp düşünmeye yöneldim zaten. Hayatıma değmiş değmemiş herkesi suçladığım bir eylem bu. Hayatıma m boyunca hiç bir protestoya katılmamış bir gencin çığlığı. Her birinize son küfrüm.. Beni duymak isteseydiniz; size annemin ölümünü, doğmamış kızımın hayalini, aldığım yaraların çokluğunu, ayamda elimde bileklerimde kalan yara izini, ilk terk edilişimi, ilk hatamı, üzdüğüm insanları, kaçışlarımı ve göğsümün altından kasıklarıma dek yayılan o koca, o kapatamadığım boşluğu, her zaman eksikliğimi hissedişlerimi anlatacak ve hatta belki de sizden yardım isteyecektim. Siz kulaklarınızı kapattınız oysa ben hıçkıra hıçkıra ağlıyorken siz kör oldunuz siz ne boşluğu gördünüz ne de benim haykırışlarıma kulak astınız. Şimdi beni yutan Kara delik sizin vicdanınız olarak vücut bulacak. İçtiğim her sigarada yazdığım şiiri bilseydiniz, ardından dünyanın en büyük intiharına tanık olurdunuz.",intihara meyilli
